"corpus","preloaded/cup_open_clcu"
"subcorpus",""
"concordance size","1337"
"query","Query:<doc first_language==""French"">[]"
"FCE,2001","<s>","Dear","Peter, Thank you for your letter. </s>"
"FCE,2001","<s>","Many","people think that travelling by car is more convenient than travelling by bus or train because you don''t have to wait for them. </s>"
"FCE,2001","<s>","Dear","Peter, What a wonderful idea you''ve had! </s>"
"FCE,2001","<s>","U.S.A","Summer camps Sunroad 10 California Dear Sir or Madam, I''ve seen your advertisement about summer camps, and seeing that I''m interested in this kind of job, I would like to apply for it. </s>"
"FCE,2001","<s>","Hello","Peter, </s>"
"FCE,2001","<s>","There","is no future for public transport because travelling by car is so much more convenient. </s>"
"FCE,2001","<s>","Hello","Peter. </s>"
"FCE,2001","<s>","Nowaday",", we are in front of a very important problem: we see more and more cars on the road and the public transports are very often empty. </s>"
"FCE,2001","<s>","Dear","Peter, I''m writing to you to help you organise the party for your sister''s birthday. </s>"
"FCE,2001","<s>","Dear","Sirs, I am writing to you about the advertisement for the job in the USA summer campts. </s>"
"FCE,2001","<s>","Hi","Peter, I''ve just received this morning your letter and I''m going to try as much as possible to help you in order to give to Anna, one of her most beautiful birthday, she never had! </s>"
"FCE,2001","<s>","Dear","Sir or Madam, I''ve just read today on the Morning''s newspaper, your advertisement about participating to your summer camps all over the USA. </s>"
"CAE,2004","<s>","Dear","M. Alcott, I recently attended the 5th Annual International Careers Conference you organised last month in LONDON. and I am writing in response to your letter requiring my opinion about the event. </s>"
"CAE,2004","<s>","C","''EST MON CHOIX! </s>"
"CAE,2004","<s>","Dear","Mr Alcott, I am writing this letter to give you a feedback on the International Careers Conference I attended last week, as you requested in your letter. </s>"
"CAE,2004","<s>","CHANGES","IN FASHION Have you ever thought about what your grandparents used to wear when they were twenty? </s>"
"FCE,2004","<s>","Monday",", May 26th </s>"
"FCE,2004","<s>","John","was very suRpRised when he saw who the letter was fRom. </s>"
"FCE,2004","<s>","Tuesday","15th of June, 2004 Dear Mrs Harris, First of all thank you very much for this great opportunity for us to attend the international student festival in Scotland. </s>"
"FCE,2004","<s>","Friday","12th of April, 2004 Dear Sally, How are you? </s>"
"CAE,2004","<s>","Dear","Mark Alcott On your invitation, I am writing with regard to the 5th Annual International Careers Conference, which I had the joy to attend a few days ago. </s>"
"CAE,2004","<s>","Fashion","and changing lifestyles Can we find a link between fashion and the way people live? </s>"
"FCE,2004","<s>","Dear","Mr. Brown </s>"
"FCE,2004","<s>","Today",", football is the most famous sport in the world. </s>"
"FCE,2004","<s>","Dear","Tom, I''m really happy to learn that you will come to visit us in our lovely country. </s>"
"FCE,2004","<s>","John","was very surprised when he saw who the letter was from. </s>"
"FCE,2004","<s>","Dear","Mrs Harris, </s>"
"FCE,2004","<s>","Dear","Bob, </s>"
"FCE,2004","<s>","Dear","Mrs Harris, We are extremely enthusiastic about this festival, and we are very glad of your attention. </s>"
"FCE,2004","<s>","Citizen","of Earth Every day, I walk to my job. </s>"
"CAE,2004","<s>","Dear","Mark Alcott. </s>"
"CAE,2004","<s>","PROPOSAL","ON TRANSPORT AND HOUSING FACILITIES IN BRIGHTON Introduction This proposal is aimed at listing the problems Brighton''s inhabitant experience in terms of transport and housing and to suggest how the grant received by the Council could be spent. </s>"
"FCE,2004","<s>","Dear","Mrs Harris, First of all, our group and I would like to thank you for your taking care of us. </s>"
"FCE,2004","<s>","When","I read Jules Verne''s Round the world in Eighty days, I discovered that the place I most like to visit in the world is India. </s>"
"FCE,2004","<s>","Dear","Tom, </s>"
"FCE,2004","<s>","Dear","Readers </s>"
"FCE,2004","<s>","Dear","Tom, </s>"
"FCE,2004","<s>","John","was very surprised when he saw who the letter was from. </s>"
"FCE,2004","<s>","Dear","Tom, </s>"
"FCE,2004","<s>","John","was very surprised when he saw who the letter was from: Emily, an old friend from university and who he had not seen for at least three years, had at last written to him! </s>"
"CPE,2004","<s>","I","would like to suggest that the exhibition ""Great Achievers"" should include a part on Mick Jagger. </s>"
"CPE,2004","<s>","Dear","Sir, I am writing in response to the article published recently in your newspaper on the town library. </s>"
"CAE,2004","<s>","Dear","Mr Alcott, I am writing to you with regard to your letter of enquire in relation with the ''5th Annual International Careers Conference'' I attended last week. </s>"
"CAE,2004","<s>","Proposal","to improve the transport and the housing facilities in our town Introduction The aim of this proposal is to assess and evaluate the quality of the transport in our town and how it can be improved. </s>"
"CAE,2004","<s>","Dear","Mark Alcott, I writing to express my overall satisfaction concerning your last Internatioal Careers Conference and suggest some ideas on how the next year conference could be improved. </s>"
"CAE,2004","<s>","Fashion","and changing lifestyles We are living in the 21st Centuary and it appears clear that the way people dress nowadays is far, very far from what they used to some hundred years ago. </s>"
"CAE,2004","<s>","Dear","Sir, First of all, I wanted to thank you for the opportunity you are giving me to express my opinion and remarks on the 5th Annual International Careers Conference. </s>"
"CAE,2004","<s>","The","Swiss television network Because of the Swiss languages strong diversity (French, Italian and German) there isn''t only one national channel, there are six of them, called SFI, SFII, TSRI, TSRII, TSI I and TSI II. </s>"
"CPE,2004","<s>","First","I would have chosen ZINEDINE ZIDANE for he is not only known as a football player but also as an influential public person. </s>"
"CPE,2004","<s>","In","my opinion I would like to talk about Amelie which is, I think, the most entertaining film I have seen in the last decade. </s>"
"CPE,2004","<s>","Dear","team at Bristol City College It came as a good suprise and a great delight that you have decided to put an exhibition about the Great Achievers. </s>"
"CPE,2004","<s>","Dear","Sir, Monsoon wedding is one of the best film, I have ever seen. </s>"
"CPE,2004","<s>","I","would like to suggest Frida Kahlo to be part of the exhibition entitled Great Achievers. </s>"
"CPE,2004","<s>","Dear","Sir/Madam, I am writing in response to your article regarding the use of the town library. </s>"
"CPE,2004","<s>","-","Great Achievers Exhibition - Martin Luther King''s Achievements 1. </s>"
"CPE,2004","<s>","As","many of the biggest success ever registered in the box office, the trilogy of The Lord of the Rings is by far the most oncontestable brilliant film as its success emerged as from the performing of the actors as the fantastic deal with special effects others astonishing landscapes and settings. </s>"
"CPE,2004","<s>","Introduction","It is with great excitement that I read about the exhibition entitled ""Great Achievers"" which will be held next winter in our college. </s>"
"CPE,2004","<s>","Dear","Editor, I am writing in reply to the article about the town library which appeared in Sunday''s edition of your newspaper. </s>"
"CPE,2004","<s>","It","can''t be denied, that history is awfully interesting Even if a lot of people are deeply convinced that it is a grim waste of time. </s>"
"CPE,2004","<s>","Dear","readers, </s>"
"CAE,2004","<s>","Dear","Mrs Martini, </s>"
"CAE,2004","<s>","Dear","X, </s>"
"CPE,2004","<s>","It","is often said that ""history teaches us nothing"" - However, does it indicate that we should pay more attention to history in order to learn from it, or is studying history a waste of time? </s>"
"CPE,2004","<s>","I","enjoy flipping thow magazines specialised in travel as it is my favorite activity - In my opinion Condè Nast Traveller is one of the best magazine on the market in this area. </s>"
"CPE,2004","<s>","To","study history or not, that is the question? </s>"
"CPE,2004","<s>","Dear","Sir, </s>"
"CPE,2004","<s>","What","is the importance of studying history nowadays? </s>"
"CPE,2004","<s>","Dear","Sir, </s>"
"CAE,2004","<s>","Dear","Ms Anna Marlini, </s>"
"CAE,2004","<s>","Tourism","- Is it Good or bad for your Region? </s>"
"FCE,2004","<s>","Tuesday",", December 14th 2004 Mr Richardson, I am studying at First School since the beginning of the last month and I read the letter you sent to us all. </s>"
"FCE,2004","<s>","Tuesday",", December 14th 2004 Dear David, How are you? </s>"
"FCE,2004","<s>","Dear","Mr, I am writing to you in response to your demand. </s>"
"FCE,2004","<s>","Dear","John, I am writing to you to know how you are and to write few words about me. </s>"
"FCE,2004","<s>","Dear","Mr. Richardson, I am pleased to communicate you my comments and my suggestions regarding our next social programme. </s>"
"FCE,2004","<s>","Dear","Adnen, I''m glad to tell you the great experience I had last summer. </s>"
"FCE,2004","<s>","Dear","Mr Richardson Reffering to your letter, I give you my opinion and my First of all, I want to congratulate the team which has organised the sightseeing tour of the city. </s>"
"FCE,2004","<s>","Taking","a break from studying when we leave school seems important to me. </s>"
"FCE,2004","<s>","Dear","Mr Richardson, I read with attention your letter and it is a pleasure for me to answer it. </s>"
"FCE,2004","<s>","Dear","Allan, I am sorry but I couldn''t write you a letter before because I worked last summer in my local cinema and I was very busy. </s>"
"FCE,2004","<s>","Dear","Mr Nigel Richardson, My name is ... ..., I''m a 3rd yeard undergraduate in your school and here are my comments and suggestions on the social programme. </s>"
"FCE,2004","<s>","Dear","John, I hope everything for you is ok in Australia. </s>"
"FCE,2004","<s>","Dear","Mister Richardson, With reference to you letter, I write to you to inform about the last month''s social programme and to make some proportiono for the next month. </s>"
"FCE,2004","<s>","Dear","Suzanne, I haven''t time to write to you before because I worked at the local cinema all summer. </s>"
"CPE,2004","<s>","History","is a subject studied by all, as long as they attend school. </s>"
"CPE,2004","<s>","The","Go-between is the wonderful story of a young boy named leo. </s>"
"CPE,2004","<s>","Should","we let bygones be bygones...? </s>"
"CPE,2004","<s>","Proposal","</s>"
"CAE,2004","<s>","To","the College Principal Mrs A Martini Dear Madam Thank you for your memo concerning the end-of-term party. </s>"
"CAE,2004","<s>","Best","Teacher Competition </s>"
"FCE,2004","<s>","Dear","Mrs DOUGLAS, </s>"
"FCE,2004","<s>","Nowadays",", people are very excited to do shoppings and most of Them spend very much money on it. </s>"
"CAE,2004","<s>","Dear","Madam, I''m looking forward to the end-of-term party, too! </s>"
"CAE,2004","<s>","TOURISM",": THE BIG CONTROVERSIES You must admit it, this little village near the lake is really cute. </s>"
"CAE,2005","<s>","Dear","Mr Bolton, I am writing to you in answer to the announcement that was published in the in-flight magazine of Enterprise Airline Company. </s>"
"CAE,2005","<s>","Professional","sports in Switzerland Have you ever compared the cloths that football players were wearing 20 years ago and those of Zidane, Ronaldo and Beckham? </s>"
"CAE,2005","<s>","June",", the 15th Dear Mr. Bolton, I red the announcement in your in-flight magazine and I am writing to inform you about the results of the opinions of the Holiday Club members whose I am the organiser. </s>"
"CAE,2005","<s>","Motivation","in the Workplace Everyone has always a good reason to be unmotivated at work: being stressed, being snowed under, having problem with the colleagues, meeting trouble in his or her personal life, dreaming of the next holiday, etc... </s>"
"CAE,2005","<s>","Dear","Mr. Bolton, I write you about the announcement I have seen in one of your plane during my last flight. </s>"
"CAE,2005","<s>","Professional","sports in Switzerland </s>"
"CAE,2005","<s>","Mr.","Bolton, I''m Miss B..., the organiser of a holiday club. </s>"
"CAE,2005","<s>","The","time we spend at work represent the most part of our life, it is what we have chosen to contribute to help our society, our country. </s>"
"CAE,2005","<s>","Dear","Mr Bolton, I have noticed your proposition to write some comments on the recent changes in your service. </s>"
"CAE,2005","<s>","Report","on food habits in Switzerland With the increase of the purchasing power, food habits are very different now than 10 years ago. </s>"
"CAE,2005","<s>","Dear","Mr. Bolton, I am ..., president of the Leman Holiday Club. </s>"
"CAE,2005","<s>","Eating","habits in Switzerland Introduction: Swiss food has always been influenced by other countries. </s>"
"CAE,2005","<s>","Dear","Mr Bolton, I am writing to you on behalf of our holiday club ""Fun Travel"" with regard to the changes you have recently undertaken. </s>"
"CAE,2005","<s>","How","to enjoy working The most motivating thing in my workplace is probably the good atmosphere that there is between my colleagues and I. It is essential to get along well with your partners, otherwise you may come up against many problems, such as a loss of motivation, a deprecion or even the risk of being fired. </s>"
"CAE,2005","<s>","Dear","Mr Bolton, I am responding to your announcement in your in-flight magazine, in which you ask passengers what they think about the changes you have introduced in your service. </s>"
"CAE,2005","<s>","Football",": less or more popular than 20 years ago? </s>"
"CAE,2005","<s>","Dear","Mr. Bolton I am the organiser of a holiday club which regularly travels by your plane. </s>"
"CAE,2005","<s>","I","am working in a compagny for three years. </s>"
"CAE,2005","<s>","Dear","Mr N. Bolton, We refer to your anouncement published in your internal magazine. </s>"
"CAE,2005","<s>","Dear","Fred, In answer to your letter, I am enclosing my report concerning the changes observed in eating habits in Switzerland. </s>"
"CAE,2005","<s>","Mr","N. Bolton Dear sir, Airline company has always been the favourite company of my holiday club. </s>"
"CAE,2005","<s>","Hello","my dear friend, I was really interresting by the description of your research. </s>"
"CAE,2005","<s>","Lausanne",", the 15th of June 2005 Dear Mr Bolton I am writing you to express the news and the suggestions of the Holiday Club concerning the changes your company has introduced last year. </s>"
"CAE,2005","<s>","Have","professional sports really changed? </s>"
"CAE,2005","<s>","Dear","Mr N. Bolton, Responding to your announcement in your in-flight magazine, I would like to express in the following paragraphs the opinion of the members of my holiday club. concerning the recent changes that your company asked for. </s>"
"CAE,2005","<s>","I","work for six years in a security company as one of the chief of the public events department. </s>"
"CAE,2005","<s>","15th","June 2005 Mr N. Bolton Director of Enterprise Airline Company Dear Mr Bolton, As the organiser of a holiday club which regularly uses your company, I would like to respond to the announcement we saw in your in-flight magazine. </s>"
"CAE,2005","<s>","Changes","in Swiss eating habits. </s>"
"CAE,2005","<s>","Lausanne",", June 15th, 2005 Dear Mr Bolton, I saw your announcement on my last flight and I would like to share with you my members'' opinions about your company. </s>"
"CAE,2005","<s>","Dear","Sir or Madam. </s>"
"CAE,2005","<s>","Dear","Mr. Bolton, I am writing to you in answer to the advertisement asking clients to give a feedback on the new changes made in your airline. </s>"
"CAE,2005","<s>","Nowadays",", in the French part of Switzerland, the population still has a strong habit in eating traditional food. </s>"
"CAE,2005","<s>","Dear","Mr Bolton, </s>"
"CAE,2005","<s>","MOTIVATION","AT WORK </s>"
"CAE,2005","<s>","Lyon",", June the 15th </s>"
"CAE,2005","<s>","The","subject of this report is about changes in eating habits in France. </s>"
"CAE,2005","<s>","Dear","Mr Bolton, </s>"
"CAE,2005","<s>","Competition","entry </s>"
"CAE,2005","<s>","Dear","Mr Bolton </s>"
"CAE,2005","<s>","theme","1: eating habits around the world. </s>"
"CAE,2005","<s>","Dear","Sir, </s>"
"CAE,2005","<s>","Introduction","</s>"
"CAE,2005","<s>","June","2005 </s>"
"CAE,2005","<s>","Writing","a report </s>"
"CAE,2005","<s>","Dear","Director, </s>"
"CAE,2005","<s>","Food","in our society is a burning issue. </s>"
"CAE,2005","<s>","Part","1 a) Sir, Madam, </s>"
"CAE,2005","<s>","Dear","students, </s>"
"CAE,2005","<s>","(","a) </s>"
"CAE,2005","<s>","ALL","ABOUT THE SHORT TALKS </s>"
"FCE,2006","<s>","Lausanne",", the 17th June 2006 Dear Sue, Thank you for your nice letter. </s>"
"FCE,2006","<s>","As","John cycled along the crowded street, he recognised someone he knew from his childhood. </s>"
"FCE,2006","<s>","Dear","Sue, I hope you are well. </s>"
"FCE,2006","<s>","Computers","are very important in modern life, but they will never take the place of books. </s>"
"FCE,2006","<s>","Saturday","October 17th Dear Sue, I am very glad that you are applying to this job because you will have a great experience. </s>"
"FCE,2006","<s>","As","John cycled along the crowded street, he recognized someone he knew from his childhood. </s>"
"FCE,2006","<s>","Dear","Sue, </s>"
"FCE,2006","<s>","For","some generations, lifestyle has been developped with high technology. </s>"
"CAE,2006","<s>","Dear","Committee members, As we agreed on, here is the report of the Film Club after a year of existence. </s>"
"CAE,2006","<s>","Reality","shows: During the last five years, reality shows have been playing on our televisions. </s>"
"CAE,2006","<s>","Report","on the College Film Club </s>"
"CAE,2006","<s>","The","best decision I have ever made in my life. </s>"
"CAE,2006","<s>","-","Report for the members of the college social committee - The aim of this report is to show how successful the Film Club''s first year was, and to highlight a few things that need improving so that our members can make the most of the activities we offer. </s>"
"CAE,2006","<s>","Have","you ever made the right decision? </s>"
"CAE,2006","<s>","FIRST","YEAR OF THE COLLEGE FILM CLUB: </s>"
"CAE,2006","<s>","To","whom it may concern I have been asked to write this reference for Mr Christopher who worked with me for almost four years in the Head Office of the Charity Children in Need. </s>"
"FCE,2006","<s>","Dear","Sue, </s>"
"FCE,2006","<s>","As","John cycled along the crowded street, he recognised someone he knew from his childhood. </s>"
"CAE,2006","<s>","From",": Film''s Club president Samovai International College To: Each special member of the College''s social committee Subject: report about the College Film Club A) The club a) Facilities This year we have been offering British and American''s films - overall more than thirteen - to our dedicated members. </s>"
"CAE,2006","<s>","Being","nudged and decided not to budge. </s>"
"CAE,2006","<s>","Report","for the committee members It has been a year that our Film Club exists in this International College and the balance of this year is rather good. </s>"
"CAE,2006","<s>","I","am Kirsty xxx and my friend, Scott Rooney has just applied in your organisation as an environmental advisor for the companies... </s>"
"FCE,2006","<s>","Dear","Mr. Dixon, I was really pleased to learn that some extra money has been given to improve the cinema! </s>"
"FCE,2006","<s>","Dear","Jan, Thanks for your letter! of course I will help you with your project! </s>"
"FCE,2006","<s>","Dear","Mr Dixon, I was very happy when I red your leaflet. </s>"
"FCE,2006","<s>","Hello","Jan, I so happy to read you. </s>"
"FCE,2006","<s>","Dear","Mr Dixon, I''m writing to you to give you some new ideas and my opinions about several things. </s>"
"FCE,2006","<s>","Hi","Jan! </s>"
"CAE,2006","<s>","Wednesday",", December 13. </s>"
"CAE,2006","<s>","I","saw the notice on the noticeboard yesterday, and as a French 15-year old student, I am very interested by this project. </s>"
