"corpus","preloaded/cup_open_clcu"
"subcorpus",""
"concordance size","1522"
"query","Query:<doc first_language==""Spanish - Latin American"">[]"
"FCE,2001","<s>","Hi","Peter: I think it''s a great idea to organise a surprise party for anna, it shows how much you care for her. </s>"
"FCE,2001","<s>","Dear","Sir Madame: My name is Ortiz and I would like very much to apply for the summer camp. </s>"
"FCE,2001","<s>","Dear","Peter : I am very happy for listening about you. the idea of the surprise party sounds great, but I''m afraid I can not go, I have an exam the same day and I will be studying the day before, I am very sorry, I wish I could be there. </s>"
"FCE,2001","<s>","Dear","Sir: I read your advertisement for a job in the USA Summer Camps yesterday and I really want to work in this project, the reason of my interest on that job is because I want to be a teacher, in the future, so I think that is an excellent ofortunity to be with children and work out on what I really love. </s>"
"FCE,2001","<s>","Dear","Peter, It was great to hear from you, and now that you are organizing a birthday party for your sister. </s>"
"FCE,2001","<s>","It","was the month of December, when the school teacher told the students about the final exam before Christmas vacations. </s>"
"FCE,2001","<s>","Dear","Peter, I''m glad that you asked me to help you with the organization of the surprise birthday party for Anna. </s>"
"FCE,2001","<s>","Dear","Sir or Madam, I am writing to apply for the job in the USA summer camp. </s>"
"FCE,2001","<s>","Dear","Peter, Hi! </s>"
"FCE,2001","<s>","Michael","lives in a small village and works in a post office, helping his father. </s>"
"FCE,2001","<s>","Dear","Peter, I feel so glad to hear news from you. </s>"
"FCE,2001","<s>","Dear","Sir or Madam, I am writing to you because I was interested in your advertisement in ""Los Angeles Times"" on December 2nd and I would like to apply for the job that you offer. </s>"
"FCE,2004","<s>","Dear","Mr. David Brown, I am writing to you because I have read the article you have written in the college newspaper and I would like to make some comments on this. </s>"
"FCE,2004","<s>","When","there is a discussion about the different quantities of money that are paid to different professions there is always a question that comes up, should professional footballers be paid more than doctors? </s>"
"CAE,2004","<s>","Dear","Mr Alcott, First of all, I would like to congratulate you for the conference, I really enjoyed meeting new people to share views and experiences in regards to searching for job. </s>"
"CAE,2004","<s>","Services",": Print friendly statements Interaccant transfer Apply for loans, overdrafts, open savings account Advantages: Banking from home at your own time 24 hours banking Make bill payments New Services: Introduction of a forecast program to plan to retirement. </s>"
"FCE,2004","<s>","Dear","Mrs Harris: How are you? </s>"
"FCE,2004","<s>","Dear","Mercedes: How are you? </s>"
"CPE,2004","<s>","The","aim of this proposal is to present the argentinian tennis player, Gaston Gaudio, in the Great Achievers exhibition highlighting how his latest achievement in the tennis field has become a major contribution for the rest of the world. </s>"
"CPE,2004","<s>","A","memorable wedding </s>"
"CPE,2004","<s>","I","have learnt that the college will be holding an exhibition, and for I am interested in being part of it, I like to make a suggestion on a person to include in the exhibition. </s>"
"CPE,2004","<s>","Dear","Editor, I have read the article about how few people use the town library. </s>"
"CPE,2004","<s>","Dear","Sir, I am writing in regards of the exhibition named ""Great Achievers"" which will take place in our school this July. </s>"
"CPE,2004","<s>","We","all know that a wedding is one of the most joyful moments of our life, or at least it should be. </s>"
"CPE,2004","<s>","The","aim of this proposal is to suggest a person who highly represents different aspects of life. </s>"
"CPE,2004","<s>","Weddings","are really a very important subject in every society. </s>"
"CPE,2004","<s>","I","have submitted this proposal in response to the upcoming exhibition ""Great Achievers"", which if I might add, it is a great idea to make people aware of the remarkable icons which helped forge the word we live in now. </s>"
"CPE,2004","<s>","Dear","Sir or Madam, I recently came across an article published in your newspaper regarding the fact that very few people make use of the town library. </s>"
"CPE,2004","<s>","''","Great Achievers'' exhibition Purpose The aim of this report is to purpose James Watson as the famous scientist to be included in the next exhibition entitled ''Great Achievers''. </s>"
"CPE,2004","<s>","Dear","Sir/Madam, An article which was published in your newspaper on Friday 11th prompted me to write this letter in order to express my opinion with reference to the fact that many people do not use the town library. </s>"
