"corpus","preloaded/cup_open_clcu"
"subcorpus",""
"concordance size","2590"
"query","Query:<doc first_language==""Italian"">[]"
"FCE,2002","<s>","Dear","Bill, </s>"
"FCE,2002","<s>","It","was only a small mistake but it changed my life forever. </s>"
"FCE,2002","<s>","Dear","..., I''m writing you because I have decided to return in the same summer camp where I worked the last summer and I''d like very much if you joined , working with me in this camp during the summer. </s>"
"FCE,2002","<s>","ANIMAL","FARM During the reading of Animal Farm, that already read in Italian, I have often thought about the real mean of the story and about the message Orwell wanted to give us. </s>"
"CAE,2002","<s>","Dear","Sir/Madam, I am writing to you regarding your idea to feature our college in the TV programme your are making about language learning institutions. </s>"
"CAE,2002","<s>","Dear","Sir/Madam, I am writing to provide you a character reference of my friend Elena Sgaravatto, who has recently applied for a job with your company. </s>"
"CAE,2002","<s>","Dear","Sir/Madam, I am an 18 student of the Black rock College of Cambridge and I am very pleased to help you in the choice of the elements to include in your film. </s>"
"CAE,2002","<s>","Dear","Sir/Madam, I am very glad to know that you are taking into account the possibility of acquire Massimo Feveri as a tourist guide. </s>"
"FCE,2003","<s>","Dear","Sir/Madam I am writing to complain about your Article ""Leisore World"" in the ""TRAVEL GAZette"" of 11th June 2003. </s>"
"FCE,2003","<s>","To",": Mr Smith From: Subject: Improvement to the student library Introduction The aim of this report is to suggest ways which the library could change is image. </s>"
"CPE,2003","<s>","I","want it, I want it, I want it... </s>"
"CPE,2003","<s>","Trieste","12 June 2003 Dear Sir, I am very glad to share my happiness with many other people. </s>"
"CPE,2003","<s>","CONSUMER","CHOICE: The truth in this problem. </s>"
"CPE,2003","<s>","REPORT",": ITALY Italy is a country where television to some extent, is an ""holy institution"", infact, according to the statistics published by the government, every Italian spend at least 5 hours infront of the TV every day. </s>"
"CPE,2003","<s>","It","might seem strange that, with the 2004 Athens Olympic Games still months away, people have already started commenting on them. </s>"
