"corpus","preloaded/cup_open_clcu"
"subcorpus",""
"concordance size","1337"
"query","Query:<doc first_language==""French"">[]"
"FCE,2001",". </s><s> Finally, I hope that my views will be helpful for your research. </s><s> I look forward to your response. </s><s> Yours sincerely, </s><s>","Dear","Peter, Thank you for your letter. </s><s> I just received it yesterday. </s><s> I really think that organizing a special birthday party"
"FCE,2001","would decorate the room and create a lively atmosphere. </s><s> I''m really looking forward from going to this party! </s><s> Take care, </s><s>","Many","people think that travelling by car is more convenient than travelling by bus or train because you don''t have to wait for"
"FCE,2001","specialising in a couple of subjects is more beneficial. </s><s> I hope my views have been of some help to you. </s><s> Yours sincerely, </s><s>","Dear","Peter, What a wonderful idea you''ve had! </s><s> I think Anna would be glad to be the honour''s guest. </s><s> That''s a good point to book a"
"FCE,2001","it would be a great surprise. </s><s> One last thing, I won''t be able to come the day before the party but I can come tomorow. </s><s> Kisses </s><s>","U.S.A","Summer camps Sunroad 10 California Dear Sir or Madam, I''ve seen your advertisement about summer camps, and seeing that"
"FCE,2001","forward to receiving your reply and I am free for the interview from the 22nd of May to the 10th of June. </s><s> Yours faithfully, </s><s>","Hello","Peter, </s><s> I am very happy to help you for your sister''s party. </s><s> I think that a party is a very good idea and I''m sure your sister"
"FCE,2001","a famous singer to come. you know famous people in London, don''t you? </s><s> The party would be so crazy! </s><s> See you soon </s><s> Best wishes </s><s>","There","is no future for public transport because travelling by car is so much more convenient. </s><s> Of course not. </s><s> It''s fortunately"
"FCE,2001",", hardworking and entusiastic person. </s><s> I am the person you are looking for. </s><s> I will be waiting for an aswer. </s><s> Sincerally </s><s>","Hello","Peter. </s><s> I''ve received your letter; what a great idea to organise a surprise party for Anna! </s><s> I agree with you, your house is"
"FCE,2001","friends she hasn''t seen for a long time for example Bill and George. </s><s> I look forward to being at this party. </s><s> Best wishes. </s><s>","Nowaday",", we are in front of a very important problem: we see more and more cars on the road and the public transports are very often"
"FCE,2001","convenience in order to organise myself as well as I can for the job. </s><s> I look forward to hearing from you. </s><s> Yours Faithfully </s><s>","Dear","Peter, I''m writing to you to help you organise the party for your sister''s birthday. </s><s> First of all I don''t think you should"
"FCE,2001","Dido (the singer). </s><s> Don''t worry I know her very well! </s><s> What do you think? </s><s> I look forward to hearing from you. </s><s> All the best, </s><s>","Dear","Sirs, I am writing to you about the advertisement for the job in the USA summer campts. </s><s> First, I have a good English level"
"FCE,2001","administration faces financial problems, which can be encountered only by more efficient use of our resources. </s><s>","Hi","Peter, I''ve just received this morning your letter and I''m going to try as much as possible to help you in order to give to"
