"corpus","preloaded/cup_open_clcu"
"subcorpus",""
"concordance size","1358"
"query","Query:<doc first_language==""Greek"">[]"
"CAE,2001","<s>","To",": Felicity Brown </s><s> From: Areti Andreoti </s><s> Subject: Trip to the UK </s><s> The aim of this report is to comment on our group''s recent"
"CAE,2001","conclude, that as an experience it was good enough. </s><s> However, some improvements need to be made on some specific fields. </s><s>","Dear","Professor Anderson, </s><s> I am writing to you in connection with your letter, published in the ""News around the World"""
"FCE,2001","well with little kids and I''m sure I won''t disappoint you. </s><s> I''m looking forward to hearing from you. </s><s> Yours faithfully. </s><s>","Dear","Mrs Elizabeth Foster I am writing this letter about the International Film Festival which you organised this year. </s>"
"FCE,2001","<s> All in all, I think it was a good festival, but with a few improvements, I think it can be better next year. </s><s> Yours Sincerely </s><s>","Mary","kept looking at her watch anxiously as she sat in the taxi. </s><s> She was so afraid that she might miss her doctor''s appointment"
"FCE,2001","into a big fight with another gang of lice, but don''t worry!! </s><s> We managed to beat them and also snatched 2000 hostages!!! </s><s> "" </s><s>","Dear","Mrs Elizabeth Foster, I am writing to you about the International Film Festival which you organised this year. </s><s> I"
"FCE,2001","and directors and not to keep busy the telephone all the time. </s><s> I am looking forward to hearing from you. </s><s> Sincerely Yours </s><s>","Mary","kept looking at her watch anxiously as she sat in the taxi. </s><s> Outside it was raining very heavily. </s><s> As she was leaving home,"
"FCE,2001",". </s><s> Suddenly the taxi stopped. </s><s> The door opened and she was found in Chris arms. </s><s> They left and they lived hapily ever after. </s><s>","Dear","Mrs Foster, </s><s> I am writing to complain about your bad organise of your 3rd year International Film Festival. </s><s> Firstly, I"
"FCE,2001",". </s><s> For all this you must found the way to redecorate them. </s><s> Thank you in advance for your co-operation. </s><s> Yours sincerely, </s><s>","Mary","kept looking at her watch anxiously as she sat in the taxi. </s><s> That morning was the worst she had ever had. </s><s> She woke up at five o"
"FCE,2001","her car but it was broken down. </s><s> ""Now how can I go to my work? </s><s> "" she said. </s><s> On the other hand she could not believe at her lucky. </s><s>","Dear","Peter. </s><s> I receive your letter and I want to give you some advices. </s><s> First of all make sure Anna has no idea about the"
"FCE,2001",", because I can''t help you enough but that day I am too busy but I think you can do everything better than me. </s><s> See you later. </s><s>","There","is no future for public transport, because travelling by car is so much more convenient. </s><s> People in development"
